LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
12337,IA,Public Utility Definition,"An entity providing electricity for the purpose of electric vehicle
charging is not considered a public utility. Regulated public utilities
cannot prohibit or restrict the sale of electricity at an electric
vehicle charging station. (Reference 199 [Iowa Administrative
Code](https://www.legis.iowa.gov/) Rule 20.20)
",Laws and Regulations,,2019-11-27 00:00:00 UTC,,False,2019-12-16 22:11:08 UTC,ELEC|PHEV,STATION,,UTILITY
12578,IA,Plug-In Electric Vehicle (PEV) Rebate – MidAmerican Energy,"MidAmerican Energy offers residential customers a rebate of \$500 for
the purchase or lease of a new PEV. For more information, see the
MidAmerican Energy [Electric Vehicle
Rebates](https://www.midamericanenergy.com/electric-vehicles-rebates)
website.
",Utility/Private Incentives,,,,False,2021-05-11 19:14:02 UTC,ELEC|PHEV,IND,RBATE,
12579,IA,Electric Vehicle Supply Equipment (EVSE) Rebate – MidAmerican Energy,"MidAmerican energy offers commercial customers a rebate of \$1,500 for
the purchase of Level 2 EVSE for workplace charging. For more
information, see the MidAmerican Energy [Electric Vehicle
Rebates](https://www.midamericanenergy.com/electric-vehicles-rebates)
website.
",Utility/Private Incentives,,,,False,2021-05-11 19:25:10 UTC,ELEC|PHEV,IND,RBATE,
12779,IA,Plug-In Electric Vehicle (PEV) Infrastructure Support,"Iowa utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast (DC Fast) charging
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-04 15:13:07 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
9292,ID,Plug-In and Hybrid Electric Vehicle Exemption from Vehicle Testing Requirements,"Electric vehicles, plug-in hybrid electric vehicles, and hybrid electric
vehicles are exempt from state motor vehicle inspection and maintenance
programs. For more information, see the [Idaho Vehicle Inspection
Program](https://idahovip.org/) website. (Reference [Idaho
Statutes](https://legislature.idaho.gov/statutesrules/) 39-116B)
",State Incentives,,2013-01-01 00:00:00 UTC,,False,,ELEC|HEV|PHEV,FLEET|GOV|IND,EXEM,
11604,ID,Electric Vehicle Supply Equipment Regulation Exemption,"Individuals, corporations, or other legal entities that sell electricity
for the purpose of charging plug-in electric vehicles are not under the
jurisdiction of the Idaho Public Utility Commission. (Reference [Idaho
Statutes](https://legislature.idaho.gov/statutesrules/) 61-119)
",Laws and Regulations,,2015-04-02 00:00:00 UTC,,False,2015-05-11 17:54:14 UTC,ELEC|PHEV,STATION,,UTILITY
11607,ID,Plug-In Electric Vehicle (PEV) Fee,"In addition to standard registration fees, all-electric vehicle owners
must pay an annual fee of \$140 and plug-in hybrid electric vehicle
owners must pay an annual fee of \$75. Neighborhood electric vehicles
are exempt from the fee. (Reference [Idaho
Statutes](https://legislature.idaho.gov/statutesrules/) 49-457)
",Laws and Regulations,,2015-04-21 00:00:00 UTC,2017-02-28 00:00:00 UTC,False,2017-04-10 15:16:06 UTC,ELEC|HEV|NEVS|PHEV,FLEET|IND,,FUEL
11870,ID,Regional Electric Vehicle (REV) West Plan,"Idaho joined Arizona, Colorado, Montana, Nevada, New Mexico, Utah, and
Wyoming (Signatory States) in signing the REV West [memorandum of
understanding](https://www.naseo.org/Data/Sites/1/revwest_mou.pdf) (MOU)
to create an Intermountain West Electric Vehicle (EV) Corridor that will
make it possible to seamlessly drive an EV across the Signatory States\'
major transportation corridors.

In 2019, the Signatory States signed a revised [REV West
MOU](https://www.naseo.org/Data/Sites/1/revwest_mou_2019_final.pdf) to
update their EV corridor goals based on progress to date. Signatory
States are committed to:

-   Educate consumers and fleet owners to raise EV awareness, reduce
    range anxiety, and increase EV adoption;
-   Coordinate on EV charging station locations to achieve a consistent
    user experience across Signatory States;
-   Use and promote the REV West [Voluntary Minimum
    Standards](https://www.naseo.org/Data/Sites/1/revwest_volminimumstandards.pdf)
    for EV charging stations and explore opportunities for implementing
    the standards in Signatory States;
-   Identify and develop opportunities to incorporate EV charging
    stations into planning and development processes such as building
    codes, metering policies, and renewable energy generation projects;
-   Encourage EV manufacturers to stock and market a wide variety of EVs
    within the Signatory States;
-   Identify, respond to, and collaborate on funding opportunities to
    support the development of the plan; and
-   Support the build-out of direct current (DC) fast charging stations
    along EV corridors through investments, partnerships, and other
    mechanisms.

The Signatory States maintain a coordination group composed of senior
leadership from each state who meet on a quarterly basis and report on
the above actions. For more information, see the [REV
West](https://www.naseo.org/issues/transportation/rev-west) website.
",Laws and Regulations,,2017-10-04 00:00:00 UTC,2019-12-13 00:00:00 UTC,False,2020-02-03 20:03:05 UTC,ELEC|PHEV,STATION|MAN|OTHER,,REQ|OTHER
12067,ID,Electric Vehicle Supply Equipment (EVSE) Funding,"The Idaho Department of Environmental Quality (IDEQ) is accepting
applications for funding of direct current (DC) fast charging EVSE in
strategic locations within Idaho. EVSE along specific highway corridors
will be prioritized, as will stations within 0.5 miles of a major
highway with 24 hour public access.

The program is funded by Idaho\'s portion of the [Volkswagen (VW)
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including eligibility requirements, see the IDEQ
[VW
Settlement](https://www.deq.idaho.gov/air-quality/improving-air-quality/volkswagen-and-diesel-funding/)
website.
",State Incentives,,,,False,2018-10-09 17:01:12 UTC,ELEC|PHEV,STATION,GNT,
12110,ID,Medium- and Heavy-Duty Diesel Vehicle Replacement Rebates,"The Idaho Department of Environmental Quality (IDEQ) offers rebates for
the replacement of qualified medium- and heavy-duty diesel vehicles with
new diesel or alternative fuel vehicles. Rebates are available for
medium- and heavy-duty trucks, school, shuttle, and transit buses,
freight switchers, airport ground support equipment, forklifts, and port
cargo handling equipment. Vehicles must meet model year requirements,
which vary by vehicle type. Funding amounts are based on vehicle type,
fuel type (e.g., diesel, alternative fuel, all-electric), and applicant
type (e.g., government, non-government). Funding is competitively
awarded, and special consideration is given for projects located in air
quality priority areas, areas with higher impact on sensitive
populations, and oxides of nitrogen priority counties. The program is
funded by Idaho\'s portion of the [Volkswagen (VW) Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and the application,
see the IDEQ [VW
Settlement](https://www.deq.idaho.gov/air-quality/improving-air-quality/volkswagen-and-diesel-funding/)
website.
",State Incentives,,,,False,2018-11-13 17:28:05 UTC,BIOD|ETH|ELEC|HY|NG|LPG,FLEET|GOV,RBATE,
12396,ID,Commercial Electric Vehicle Supply Equipment (EVSE) Incentive - Idaho Power,"Eligible Idaho Power business customers may apply for funding to install
EVSE for electric passenger vehicles, forklifts, or other transportation
technologies. Incentives are offered in the following amounts for the
purchase and installation of EVSE:

  Fleet EVSE Application                                                              Maximum Amount                                                       Limit per Customer
  ----------------------------------------------------------------------------------- -------------------------------------------------------------------- --------------------
  Passenger vehicles                                                                  50% of project costs, up to \$7,500 per site for Level 1 or 2 EVSE   \$15,000
  Forklifts                                                                           50% of project costs, up to \$7,500 per site for EVSE                \$7,500
  Buses, refrigerated trucking, refuse trucks, and airport ground support equipment   50% of project costs, up to \$20,000 per site for EVSE               \$20,000

Additional terms and conditions apply. For more information, visit the
Idaho Power [EVSE Incentive
Offering](https://www.idahopower.com/idaho-power-electric-vehicle-supply-equipment-incentive-offering/)
website.
",Utility/Private Incentives,,,,False,2020-05-08 16:57:14 UTC,ELEC|PHEV,STATION|FLEET,OTHER|RBATE,
12776,ID,Plug-In Electric Vehicle (PEV) Infrastructure Support,"Idaho utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast (DC Fast) charging
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-03 21:38:45 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
4378,IL,Fleet User Fee Exemption,"Fleets with 10 or more vehicles located in defined areas of the state
must pay an annual fee of \$20 per vehicle in addition to registration
fees. Owners of electric vehicles are exempt from this fee. The Office
of the Illinois Secretary of State deposits all fees into the Alternate
Fuels Fund. (Reference 415 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 120/35)
",State Incentives,,2004-08-12 00:00:00 UTC,,False,,ELEC,FLEET|GOV,EXEM,
6331,IL,Advanced Vehicle Acquisition and Biodiesel Fuel Use Requirement,"All gasoline-powered vehicles purchased with state funds must be flex
fuel vehicles (FFVs) or fuel-efficient hybrid electric vehicles (HEVs).
FFVs are defined as automobiles or light trucks that operate on either
gasoline or 85% ethanol (E85) fuel. Fuel-efficient HEVs are defined as
automobiles or light trucks that use a gasoline or diesel engine and an
electric motor to provide power and that gain at least a 20% increase in
combined U.S. Environmental Protection Agency city-highway fuel economy
over a comparable conventionally-powered model. Any vehicle purchased
with state funds that is fueled with diesel fuel must be certified by
the manufacturer to run on 5% biodiesel (B5) fuel.

15% of all vehicles purchased with state funds must be fueled by
electricity, natural gas, or liquefied petroleum gas, with the exception
of Department of Corrections, Department of State Police patrol, and
Secretary of State vehicles. Additional exemptions may apply.

The Chief Procurement Officer may determine that certain vehicle
procurements are exempt from these requirements based on intended use or
other reasonable considerations such as health and safety of Illinois
citizens.

(Reference 30 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 500/25-75)
",Laws and Regulations,,2007-01-12 00:00:00 UTC,2014-07-16 00:00:00 UTC,False,2014-09-17 15:33:45 UTC,BIOD|ETH|ELEC|PHEV,GOV,,REQ
8905,IL,School Bus Retrofit Reimbursement,"The Illinois Department of Education will reimburse any qualifying
school district for the cost of converting gasoline buses to more
fuel-efficient engines or to engines using alternative fuels.
Restrictions may apply. (Reference 105 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/29-5)
",State Incentives,,2006-01-01 00:00:00 UTC,,False,,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|IR|NG|PHEV|LPG,FLEET|GOV,RBATE,
